feature_id,title,package,capability_areas,spec_refs,volumes,stage,lane,milestone,owner,depends_on,status,rows,rows_implemented,rows_partial,rows_missing,delivered,remaining,paperwork_remaining,external_prerequisites,advanced_by,effort_lo,effort_hi,stage_effort_lo,stage_effort_hi,verify_stage,verify_effort_lo,verify_effort_hi,target_date,demo_scenes,evidence
F-P7B-13,Closed strategic loop: Learn stage and loop-closure measures,P7-B,executive-os; decision; governance-docs; learning-evaluation,"V0 C-002, V00-T-028; V1 V01-T-001, V01-T-002, V01-T-008, V01-T-041, V01-T-043; V2 V02-T-011, V02-T-203, V02-T-213; V7 DP-40-006; V8 PR-02-001..006, AT-02; V10 IR-18-003; families V00-F002, V08-F001, V10-F004",V0:2 V1:5 V10:1 V2:3 V7:1 V8:6,B76,C,implementation,A3,F-P7B-01; F-P7B-02; F-P7B-09,partial,18,0,17,1,observe→understand→predict→simulate→decide chain with backward links layer by layer (0022…0049 replay_contributors); outcomes and closure (0045),"Learn stage as a capability: outcome → lesson → change proposal → evaluation → approval → release → monitoring wired end to end | loop-closure rate (MET-001), cycle-time/attention and lesson-adoption metrics; institutional measures (time-to-understanding, completeness, reversibility) | journey tests across all six mission stages (AT-02); strategic-loop production-admission fixtures (DP-40-006)","V1 explanatory rows (V01-T-002, -041, -043) close by reference once the loop exists",,,1,1.5,1,1.5,,0,0,2027-06-10,"The full NORDWERK loop: a Bab el-Mandeb observation leads to a decision, its outcome to a lesson, the lesson to a released threshold change, and the next quarter's forecast uses it — the loop-closure metric ticks.","apps/api/src/decision/monitoring/monitoring.service.ts; apps/api/test/int/phase6-monitoring.test.ts: closure records the ; migrations/0022 (observe) -> 0023 (understand) -> 0024 (graph) -> 0029 (predict) -> 0032/0033 (twins, simulate) -> 0041/ ; migrations/0049 decision.replay_contributors (backward links layer by layer); migrations/0045 (commitment -> outcome -> "
F-P7C-01,"Signed package contract, publisher identity and trust",P7-C,marketplace; governance-docs; identity-policy; infrastructure; data-platform,"V0 C-046; V1 V01-T-039; V2 V02-T-152; V3 ADR-0019, V03-T-064, V03-T-257..258; V4 ADR-0019, ES-56-002; V8 PER-24; V9 PER-24; families V00-F046, V03-F015, V04-F016",V0:1 V1:1 V2:1 V3:4 V4:2 V8:1 V9:1,B77,C,implementation,A3,F-P7A-01,partial,11,0,1,10,"product supply-chain signing/attestation and SBOM gates (scripts/gate/supply-chain.mjs); tenant key signatures, trust anchor, key-binding guard and revocation notices for exchanges (0073–0077) are reusable foundations","one signed package manifest for agent/scenario/data/domain packages: publisher, semantic version, signature, provenance, licence, support, end-of-life, declared data/models/tools/network/side effects/compute | publisher registry and verification (PER-24); package trust anchors per tenant | rule that portability of capability never implies portability of authority, enforced at install",,,,1.5,2.5,1.5,2.5,,0,0,2027-05-04,A synthetic publisher 'Corridor Analytics' submits a signed scenario package; the manifest viewer shows its declared data access and a signature that verifies against the publisher's registered key.,.github/workflows/ci.yml: supply-chain; scripts/gate/supply-chain.mjs (signing/attestation exists for the product's own  ; scripts/gate/supply-chain.mjs; scripts/gate/scanner-pins.json; scripts/generate-sbom.mjs; docs/SCANNER_DISPOSITIONS.md; 
F-P7C-02,"Package admission: quarantine, sandbox evaluation, scoped installation",P7-C,marketplace; identity-policy; infrastructure; ux,"V3 V03-T-048, V03-T-252..254; V4 ES-56-003; V9 PAT-40; families V03-F015, V04-F016, V09-F012",V3:4 V4:1 V9:1,B77,C,implementation,A3,F-P7C-01; F-P7A-08; F-P7B-03,partial,6,0,1,5,supply-chain scanners and pinned images for the product itself (ES-56-003 partial),"ingest into quarantine: verify signature, provenance, licence, malware, dependencies, declared behaviour | evaluate with representative fixtures and adversarial tests inside the isolated sandbox | approve for a customer domain with explicit capability grants — installation alone grants no access | PAT-40 installation review: publisher, signature, permission diff, evaluation",,,,2,3,2,3,,0,0,2027-05-04,"NORDWERK's package authority installs the corridor scenario package; the permission diff shows it wants the supplier table, which is denied, and the package runs only on its own fixtures until granted.",scripts/gate/supply-chain.mjs; scripts/gate/scanner-pins.json; scripts/generate-sbom.mjs; docs/SCANNER_DISPOSITIONS.md; 
F-P7C-03,"Package monitoring, update, suspension and revocation",P7-C,marketplace; infrastructure,"V0 V00-T-101; V3 V03-T-255..256; V4 ES-56-005; V10 R-29; families V03-F015, V04-F016",V0:1 V10:1 V3:2 V4:1,B77,C,implementation,A3,F-P7C-02,partial,5,0,1,4,"revocation-notice ledger and propagation for imported records (0074, 0077) as a pattern","monitor installed package behaviour, output quality, dependency health, publisher status and vulnerabilities | update with compatibility check and rollback; suspend/revoke/remove preserving affected executions, decisions and replay evidence | quality signals beyond popularity (validation evidence, update cadence, publisher accountability)",,,,1,2,1,2,,0,0,2027-05-04,"The publisher revokes corridor package v1.2 after a flaw; NORDWERK's installation is suspended, the two scenarios built on it are marked for review, and the replay of last month's decision still resolves v1.2.",scripts/gate/supply-chain.mjs; scripts/gate/scanner-pins.json; scripts/generate-sbom.mjs; docs/SCANNER_DISPOSITIONS.md; 
F-P7C-04,"Agent marketplace: discover, evaluate, install agent packages",P7-C,agents; marketplace; governance-docs; ux,"V0 V00-T-100; V2 V02-T-138, V02-T-150; V8 PR-49-001..006, CAP-AG-01, AT-49, ADR-016; V9 UX-55-001..006; families V08-F013, V09-F012, V02-F009",V0:1 V2:2 V8:8 V9:6,B77,C,implementation,A3,F-P7C-02; F-P7A-01,partial,17,1,8,8,"agents never acquire human decision authority (PR-49-003 implemented; phase6-agents.test.ts) | agent identity, owner, version, code digest, budgets, stop conditions persisted (0044/0046)","agent packages from the marketplace resolved into the agent registry with publisher, manifest, signature, evaluation and entitlement | search/compare/inspect/approve/install/configure/update/suspend/roll back/uninstall journey (UX-55) | continuity when a package is untrusted, over-privileged, unevaluated or drifting; AT-49 evidence",UX-55-006 conformance package,,,1.5,2.5,1.5,2.5,,0,0,2027-05-04,"NORDWERK's agent governor compares two 'port congestion' agent packages by evaluation evidence and permissions, installs one with read-only corridor data, and later rolls it back.","apps/api/src/executive/agents/agents.service.ts (budgets max_reads/max_gateway_calls/max_elapsed_ms; SUPPORTED_STOP_COND ; apps/api/migrations/0044 (executive.agents: agent_kind, agent_version, code_digest, owner_principal_id human, escalation ; apps/api/migrations/0006_objects.sql (identity, owner, times, status, provenance, policy on every canonical object); app"
F-P7C-05,Scenario marketplace and package import with localisation,P7-C,marketplace; prediction; ux,"V0 V00-T-058; V2 V02-T-151; V3 L7-C09, V03-T-140, V03-T-339; V8 PR-34-001..006, CAP-DS-03, AT-34, OBJ-27; V9 OBJ-27; families V08-F009, V03-F008, V00-F046",V0:1 V2:1 V3:3 V8:8 V9:1,B78,C,implementation,A3,F-P7C-02,missing,14,0,0,14,,"scenario/method package format: frameworks, indicators, models, assumptions, actor structures | import and local calibration into a private instance; imported scenarios run without ambient access to customer memory | publish/discover/license/update/revoke with entitlement; AT-34 evidence",,,,1.5,2.5,1.5,2.5,,0,0,2027-05-31,"NORDWERK imports a 'chokepoint closure' scenario package, localises it to the Bab el-Mandeb corridor and Regensburg line, and its branches run on NORDWERK's twin without reading any other room.",
F-P7C-06,"Data, schema and source marketplace packages",P7-C,marketplace; data-platform; observation,"V7 DP-48-001..003/005/006, DAT-SV-09, DPD-20, SP-24; families V07-F013, V07-F012, V07-F002",V7:8,B78,C,implementation,A3,F-P7C-02,missing,8,0,0,8,,"signed data/schema/ontology/connector packages with licence, contracts, permissions and lineage | marketplace source package pattern: signed install, sandboxed connector, revocation and isolation | installation grants no implicit access to customer data, memory or connectors; blocking of unsigned/unlicensed/revoked packages",,,,1.5,2.5,1.5,2.5,,0,0,2027-05-31,"A signed 'Red Sea AIS' source package is installed; its connector runs sandboxed under NORDWERK's collection contract, and revoking the licence stops collection while keeping collected evidence's provenance.",EXCEPTIONS.md EXC-P0-003 (no artifact signing)
F-P7C-07,Domain packs with governed extension namespaces,P7-C,governance-docs; marketplace,"V0 C-007, V00-T-022; V1 V01-T-034; V10 IR-27-003; families V00-F007, V01-F012, V10-F007",V0:2 V1:1 V10:1,B78,C,implementation,A3,F-P7C-01,partial,4,0,2,2,"tenancy domains and a schema registry (0002, 0006) — no extension mechanism","domain pack: ontology extension, connectors, policies, metrics, twin templates, model suites, agent capabilities, executive views under a namespace | declared owner, evidence requirements, evaluation criteria, compatibility range and lifecycle; common-core conformance tests",,domain experts for 'expert acceptance' of a domain pack (IR-27-003),,2,3,2,3,,0,0,2027-05-31,A 'drive-train manufacturing' domain pack adds supplier-tier ontology terms and a castings twin template under its namespace; the core ontology is untouched and a conflicting term is refused.,migrations/0002 tenancy.domains; migrations/0006 objects.schema_registry; migrations/0032 twin.twin_kind_schemas; test/i ; no extension mechanism (C-007)
F-P7C-08,Decision archetype templates (30 archetypes),P7-C,decision,V10 DA-01..DA-30 (Appendix C); family V10-F002,V10:30,B78,C,implementation,A3,F-P7C-07,partial,30,0,30,0,"generic decision record with alternatives, evidence, authority and outcome (0041, 0042, 0045)","archetype template object binding decision type, primary authority role, horizon and value class (growth/risk/capability/resilience) | instantiate a decision package from an archetype with its default criteria, required evidence and review cadence | templates for the 30 archetypes shipped as a domain/decision pack","archetype content for regulated sectors (credit, clinical, defence) needs subject review before customer use",,,1,2,1,2,,0,0,2027-05-31,"L. Brandt opens a new 'Supply-chain disruption' decision from the DA-02 archetype: mission-command authority, 1-year horizon and risk criteria are pre-set for the corridor decision.","apps/api/migrations/0041_decision_packages.sql (options/alternatives, consequences cite SIM runs, required approvers, ou"
F-P7C-09,"Marketplace commerce: licensing, usage receipts, take rate",P7-C,marketplace,"V10 V10-T-020, IR-35-003; family V10-F008",V10:2,B112,F,implementation,A2,F-P7C-03; F-P7C-04; F-P7-F-01,externally-blocked,2,0,0,2,,"signed asset usage receipts, admission authority record, support owner | licence and entitlement enforcement, take-rate accounting and dispute handling | proof of supply/demand, attach and usage (IR-35-003)",,commercial/legal decisions on licensing terms and take rate | real third-party publishers and customers to prove supply and demand,,1,2,0.5,1,R3,0.5,1,2027-07-01,"none (non-demonstrable in full: receipts and licence enforcement can be shown on synthetic publishers, but IR-35-003's supply/demand proof needs a real market)",
F-P7D-01,"Enterprise identity federation, MFA, delegation and privileged access",P7-D,identity-policy; ux,"V4 ES-49-002..004, ES-50-004, ES-13-005, ES-10-002; V6 ch49 IA-49-001..006, INF-TR-01/03, RU-20, IC-01/03/04/29, FM-08/32; V8 ch4 PR-04-*, ch58 PR-58-*, CAP-AU-05, CAP-TR-02/03, AT-04, AT-58, PER-18, WS-19; V3 V03-T-033/205/208/418; V0 C-039, V00-T-084; V2 V02-T-020; EXC-P0-002; families V06-F010, V04-F014, V06-F012, V08-F001, V08-F015, V00-F039, V03-F012, V04-F002",V0:2 V2:1 V3:4 V4:6 V6:14 V8:17,B61,D,implementation,A3,,partial,44,3,36,5,"Local credential IdP behind an OIDC-shaped federation port: argon2id passwords, short-lived JWT + refresh rotation, per-session assurance level evaluated by policy (EXC-P0-002 compensating controls; migration 0007 bootstrap rotation) | Role bindings and time-bound conspicuous break-glass grants persisted and audited; administrators cannot grant decision rights (PR-58-003, PR-04-003 implemented; domain-isolation tests)","OIDC and SAML federation adapters (tested against a local Keycloak/Dex IdP in compose) with issuer trust, claim mapping and federation-unavailable behaviour | MFA (TOTP + WebAuthn/phishing-resistant) and step-up assurance bound to consequence class of the requested transition | SCIM/JIT user lifecycle, access recertification campaigns and stale-privilege detection | Persona registry (24 PER), authority classes, delegation with purpose/scope/expiry, recusal and separation-of-duty records | Privileged access manager: JIT elevation with approval, two-person break-glass, session record, expiry, revocation and independent review | Customer-approved, purpose- and time-bounded support access path; identity-issuer outage behaviour (bounded leases, no new protected issuance) | Admin console for identity, roles, delegation and recertification (WS-19)","AT-04/AT-58 acceptance records (journey evidence, negative/stale/cross-tenant cases)",A real customer IdP tenant (Entra ID/Okta) is needed only to certify federation on the private-cloud/SaaS profiles (F-P7D-21/22); implementation and demo use a local IdP,,3,5,3,5,,0,0,2026-11-24,"NORDWERK's supply-chain director signs in through the company IdP (local Keycloak) and is forced to WebAuthn step-up before approving the Bab el-Mandeb re-routing decision package | The Regensburg plant manager receives a delegated approval authority that expires at shift end; an attempt after expiry is refused with the delegation record shown | A platform operator requests JIT elevation to inspect a stuck NORDWERK export; two-person approval, session record and automatic revocation are shown in the audit chain","apps/api/src/pipeline/auth.controller.ts (/login, /rotate, /refresh); apps/api/src/pipeline/admin.controllers.ts (/tenan ; apps/api/src/identity/identity.service.ts (HS256 JWT with kid, 15-min access, refresh rotation, assurance password|break ; apps/api/migrations/0002_identity_tenancy.sql: identity.roles (13 codes); apps/api/src/policy/pdp.service.ts; apps/api/t"
