id,volume,chapter,page,clause,family_seed,capability_area,impl_status,verif_status,release_status,phase_origin,package,evidence,remaining_work,notes,source_ref,evidence_scope,cap_alias
V03-T-264,V3,29 Proactive Intelligence and Early Warning,63,"Track missed warnings, false alarms, timeliness, acknowledgement, action, and outcome by signal class.",V03-F011,prediction,partial,unverified,branch-only,phase4,P4,migrations/0029:203-231 (outcome_ledger); apps/web/lib/warning-timing.ts,T3 timeliness unmeasured (PHASE4_REPORT.md:193-196); no false-alarm/missed tracking by class,tracking id: normative bullet without source identifier | passed:harness lacked a resolved test/CI pointer → unverified,v03.txt:page 63:L2116-L2120,branch,
V03-T-265,V3,29 Proactive Intelligence and Early Warning,63,Separate risk and opportunity so favorable change receives the same analytical discipline as threat.,V03-F011,prediction,missing,unverified,none,omission,P4,,No risk/opportunity objects,tracking id: normative bullet without source identifier,v03.txt:page 63:L2118-L2120,,
V03-T-266,V3,30 Observe-to-Evidence Flow,65,"30.1 Authorize acquisition Resolve source contract, purpose, rights, tenant, credential reference, rate, residency, and collection window. Source Contract version and Policy Decision",V03-F003,observation,partial,unverified,merged,phase1,P1,apps/api/src/observation/acquisition/orchestrator.service.ts; migrations/0022 (contract resolution),"Credential reference, rate, residency and collection window not resolved",tracking id: canonical flow step 30.1 | passed:harness lacked a resolved test/CI pointer → unverified,v03.txt:page 65:L2139-L2194,main,
V03-T-267,V3,30 Observe-to-Evidence Flow,65,"30.2 Acquire and timestamp Capture payload and transport metadata; assign event, observation, and receipt times plus stable correlation. Observation Record candidate",V03-F003,observation,implemented,passed:harness,merged,phase1,done,apps/api/src/observation/acquisition/lifecycle.service.ts; migrations/0022:322-347; apps/api/src/shared/correlation.ts; test/int/phase1-acceptance.test.ts,,tracking id: canonical flow step 30.2,,main+test,
V03-T-268,V3,30 Observe-to-Evidence Flow,65,"30.3 Inspect and quarantine Verify authenticity where available; scan, classify, and isolate unsafe or malformed content. Qualified or quarantined payload",V03-F003,observation,partial,passed:harness,merged,phase1,P1,apps/api/src/observation/quarantine/quarantine.service.ts; test/int/phase1-hostile-input.test.ts,No authenticity verification or malware scan,tracking id: canonical flow step 30.3,,main+test,
V03-T-269,V3,30 Observe-to-Evidence Flow,65,"30.4 Preserve raw evidence Write immutable content, checksum, custody events, source reference, tenant, classification, and retention state. Evidence Object",V03-F003,observation,implemented,passed:harness,merged,phase1,done,apps/api/src/observation/vault/vault.service.ts:134-179; migrations/0022:360-415; test/int/phase1-acceptance.test.ts,,tracking id: canonical flow step 30.4,,main+test,
V03-T-270,V3,30 Observe-to-Evidence Flow,65,"30.5 Measure source state Update freshness, latency, completeness, authenticity, collection success, coverage, and blind spots. Source health and coverage revision",V03-F003,observation,implemented,passed:harness,merged,phase1,done,"apps/api/src/observation/coverage/coverage.service.ts:49; migrations/0022:503,550; test/int/phase1-acceptance.test.ts",,tracking id: canonical flow step 30.5,v03.txt:page 65:L2157-L2194,main+test,
V03-T-271,V3,30 Observe-to-Evidence Flow,65,30.6 Publish observation Commit the ObservationRecorded event only after evidence identity and custody are durable. Replayable domain event,V03-F003,observation,partial,passed:harness,merged,phase1,P1,apps/api/src/objects/outbox.publisher.ts:74-96; migrations/0015; test/int/gate22-outbox-hardening.test.ts,Event is published after commit but no consumer subscribes,tracking id: canonical flow step 30.6,v03.txt:page 65:L2161-L2194,main+test,
V03-T-272,V3,30 Observe-to-Evidence Flow,65,No collection without an active source contract and customer purpose.,V03-F003,observation,implemented,passed:harness,merged,phase1,done,apps/api/src/observation/acquisition/orchestrator.service.ts; test/int/phase1-acceptance.test.ts,,tracking id: normative bullet without source identifier,v03.txt:page 65:L2164-L2194,main+test,
V03-T-273,V3,30 Observe-to-Evidence Flow,65,Unsafe payloads never enter transformation context unmarked.,V03-F003,observation,implemented,passed:harness,merged,phase1,done,apps/api/src/observation/quarantine/quarantine.service.ts; test/int/phase1-hostile-input.test.ts,,tracking id: normative bullet without source identifier,v03.txt:page 65:L2165-L2194,main+test,
V03-T-274,V3,30 Observe-to-Evidence Flow,65,Evidence preservation precedes derived intelligence.,V03-F003,observation,implemented,passed:harness,merged,phase1,done,apps/api/src/observation/vault/vault.service.ts; migrations/0023 (extraction requires evidence); test/int/phase2-acceptance.test.ts:339,,tracking id: normative bullet without source identifier,v03.txt:page 65:L2166-L2194,main+test,
V03-T-275,V3,30 Observe-to-Evidence Flow,65,Failures alter source health and dependent product quality.,V03-F003,observation,partial,unverified,branch-only,phase1,P1,apps/api/src/observation/coverage/coverage.service.ts:49; migrations/0040,Dependent product quality not affected,tracking id: normative bullet without source identifier | release_status merged → branch-only from the evidence at 2e83945 | passed:harness lacked a resolved test/CI pointer → unverified,v03.txt:page 65:L2167-L2194,branch+main,
V03-T-276,V3,30 Observe-to-Evidence Flow,65,"Failure and recovery conditions [Credential or authority failure; Source unavailable or rate-limited; Authenticity uncertain; Malware or prompt-injection content; Schema drift; Residency or classification conflict]: Expose the failure state, preserve causation and partial work, apply the owning layer's degraded behavior, and route retry, compensation, challenge, or human review under policy.",V03-F003,observation,partial,passed:harness,branch-only,phase1,P1,apps/api/src/observation/fault-injection.ts (F01-F46); test/int/phase1-fault-injection.test.ts; migrations/0040 (scheduled attempt faults),"Authenticity, malware/prompt-injection and residency conditions have no handler",tracking id: failure/recovery table (conditions aggregated) | release_status merged → branch-only from the evidence at 2e83945,,branch+main+test,
V03-T-277,V3,30 Observe-to-Evidence Flow,65,"Required flow evidence — Execution state (step duration, end-to-end age, queue and wait time, retry, compensation, completion, unresolved dependency); Trust state (policy decisions, versions, lineage, review, approval, audit continuity); Product state (completeness, freshness, coverage, uncertainty, invalidation, affected consumers, decision-active status); Recovery state (last durable transition,",V03-F003,observation,partial,unverified,merged,phase0,P7-D,apps/api/src/shared/correlation.ts; apps/api/src/audit/audit.service.ts; migrations/0015 (outbox retry/lease); migrations/0022:322-347 (attempt causation),"Trust/recovery state partially auditable; no step duration, queue age, product-state or replay-position telemetry (four-plane observability is Phase 7)",tracking id: flow observability table | passed:harness lacked a resolved test/CI pointer → unverified,,main,
V03-T-278,V3,30 Observe-to-Evidence Flow,65,"A scheduled collection, source event, subscription message, user-authorized retrieval, internal-system change, or sensor observation enters the Source Contract Service.",V03-F003,observation,partial,unverified,merged,phase6,P1,apps/api/src/observation/scheduling/scheduler.service.ts; apps/api/src/observation/sources/upload.controller.ts,"Only scheduled polling and upload; no source events, subscriptions, internal-system change or sensors",tracking id: normative table row(s) quoted | release_status branch-only → merged from the evidence at 2e83945 | passed:harness lacked a resolved test/CI pointer → unverified,v03.txt:page 65:L2135-L2194,main,
V03-T-279,V3,31 Evidence-to-Understanding Flow,67,"31.1 Resolve transformation Bind parser, cleaning, classification, extraction, models, prompts, ontology, policy, and evaluation versions. Transformation manifest",V03-F004,intelligence,partial,unverified,merged,phase2,P2,apps/api/src/intelligence/extraction/orchestrator.service.ts; migrations/0023:72 (methods_current),No ontology/parser/cleaning/prompt binding; transformation manifest is the method version only,tracking id: canonical flow step 31.1 | passed:harness lacked a resolved test/CI pointer → unverified,,main,
V03-T-280,V3,31 Evidence-to-Understanding Flow,67,"31.2 Normalize evidence Extract structure, text, metadata, units, language, and fragments while retaining raw coordinates and checksums. Normalized evidence view",V03-F004,intelligence,missing,unverified,none,omission,P2,,No normalisation step (structure/units/language/fragments with raw coordinates),tracking id: canonical flow step 31.2,v03.txt:page 67:L2228-L2277,,
V03-T-281,V3,31 Evidence-to-Understanding Flow,67,"31.3 Extract intelligence Propose entities, relationships, events, claims, attributes, classifications, and summaries with confidence and lineage. Candidate intelligence objects",V03-F004,intelligence,partial,passed:harness,merged,phase2,P2,apps/api/src/intelligence/extraction/extraction.service.ts; migrations/0023:286-323; test/int/phase2-acceptance.test.ts:363,Claims only; entities/relationships/events/summaries not proposed,tracking id: canonical flow step 31.3,v03.txt:page 67:L2230-L2277,main+test,
V03-T-282,V3,31 Evidence-to-Understanding Flow,67,"31.4 Corroborate and challenge Retrieve related evidence; detect contradiction, duplication, novelty, missing context, and alternative interpretations. Evidence and contradiction set",V03-F004,intelligence,missing,unverified,none,omission,P2,,No corroboration/contradiction/duplication/novelty detection,tracking id: canonical flow step 31.4,,,
V03-T-283,V3,31 Evidence-to-Understanding Flow,67,"31.5 Adjudicate promotion Apply deterministic validation, thresholds, stewardship, and human review appropriate to impact and ambiguity. Approved, rejected, or pending candidates",V03-F004,intelligence,implemented,passed:harness,merged,phase2,done,"apps/api/src/intelligence/review/review.service.ts; migrations/0023:329-347; test/int/phase2-acceptance.test.ts:427,518",,tracking id: canonical flow step 31.5,v03.txt:page 67:L2236-L2277,main+test,
